Title,Desc
Spider lunge stretch,"The spider lunge stretch is a lower-body stretch targeting the hips, groin, and quads. It can be part of a dynamic warm-up or mobility work performed anytime."
Spider lunge with T-rotation,"The spider lunge with T-rotation is an exercise that produces a deep stretch in the glutes and hamstrings while also rotating and mobilizing the thoracic spine region. It is a great movement to include in a dynamic warm-up, or as mobility work anytime."
Standing quad stretch,"The standing quad stretch is a simple exercise designed to stretch the quadriceps, the big muscles that cover most of the thighs. This is a static stretch, meaning it’s usually performed by holding the stretched position for a certain length of time."
Vertical jump,"The vertical jump is an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump."
King Maker Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout."
King Maker Explosive High Jump,"The tuck jump is a vertical jump, an explosive lower-body exercise that is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the higher you'll be able to jump."
Muscle Beach Skip,
Muscle Beach Broad Jump,
Muscle Beach Sprint,
Muscle Beach Front Kick,
Muscle Beach Side Kick,
Muscle Beach Spin Kick,
Muscle Beach Freestyle Kick,
MetaBurn Alternating Curtsy Lunge To Squat,
MetaBurn Alternating Curtsy Lunge With High Knee,
MetaBurn Alternating Diagonal Sprawl,
MetaBurn Alternating Lateral Sprawl,
MetaBurn Curtsy Lunge,
MetaBurn Frogger,
MetaBurn High Knee Rotation,
MetaBurn Side-To-Side Lunge,
MetaBurn Star Jump,
MetaBurn Tuck Jump With Knee Slap,
MetaBurn Lateral Bounding Hop,
MetaBurn Double Lunge,
Robertson Sprinter Step-Up,
FYR2 Front Kick-Through,
Lunge high-knee clap,"The lunge high-knee clap is a full-body, cardio-based exercise with emphasis on the lower body. It includes a clap under the front leg to make the movement more powerful and strict. It can be performed either for time or reps and is a great inclusion in a fat-loss or athleticism-focused circuit workout."
FYR2 Plyo Split Squat,
FYR2 Reverse Burpee,
FYR2 Reverse Burpee to Regular Burpee,
FYR2 Reverse Burpee Tuck Jump,
FYR2 Sprawlee,
FYR2 Squat Hold,
FYR2 Squat Jump,
FYR2 Squat Pulse,
Sprinter burpee,The sprinter burpee is an explosive version of the burpee exercise that adds a sprinter jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.
Shuttle run training,"Shuttle run training is an athletic conditioning drill that’s great for developing speed and power, as well as changing direction. It’s a favorite of football and basketball players, but it can also be great conditioning work for lifters and athletes of all ability levels."
Medicine ball ninja,"The medicine ball ninja is a dynamic medicine ball movement that challenges both the upper and lower body, while also elevating the heart rate. It's a great movement to include in medicine ball or bodyweight circuit training to increase fatigue and burn serious calories while hammering the muscles of the legs."
FYR Air Ball Plus Medicine Ball Jumping Sprawl,"The medicine ball air ball to jumping sprawl is a series of bodyweight and medicine ball movement strung together into a single sequence. They collectively target virtually every muscle in the body, as well as seriously challenging the cardiovascular system. It can be a single-movement workout if done for high reps, or part of a larger circuit workout."
Medicine ball cowboy squat,"The medicine ball cowboy squat is an explosive exercise targeting the lower body, although several upper-body muscles play important supporting roles. The move involves performing jumping squats while holding a medicine ball overhead. It's commonly performed as part of a bodyweight and medicine ball circuit focused on fat loss or athleticism."
Medicine ball jumping jill,"The medicine ball jumping jill is an explosive medicine ball exercise that is similar to a jumping jack but performed holding a medicine ball between the hands. It can be performed for time or reps in a dynamic warm-up or fat-loss or conditioning circuit, usually paired with other bodyweight or medicine ball movements."
Alternate Leg Diagonal Bound,
Sit Squats,
Frog Hops,
Dumbbell lateral hop to sprint,"The dumbbell lateral hop to sprint is a multi-part explosive exercise combining weighted hops with weighted sprinting. Adding dumbbells adds a challenge to the core and shoulders. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training."
Smith machine lunge sprint,"The Smith machine lunge sprint is a lower-body power exercise performed with the bar of a Smith machine on the back. It is similar to an alternating jump lunge or ""scissor lunge,"" but with added weight. The contained bar of the Smith machine makes it safer and less of a balance challenge than using a free weight."
Sissy squat,"The sissy squat is a bodyweight squat variation that involves letting the knees travel far over the toes, placing an extreme stretch on the quads. This movement targets the quad muscles directly and can be performed in partial or full ranges of motion based on knee health and pain."
Wall ball toss,"The wall ball toss is an explosive full-body exercise utilizing a medicine ball. It involves squatting down, then explosively pressing a weighted ball into the air and catching it on a bounce off of a vertical surface. It is common in CrossFit workouts and can be performed for time or reps."
Bosu Ball Squat,
Exercise ball Bulgarian split squat,"The exercise ball Bulgarian split squat is an exercise that builds the quads, hamstrings, and glutes one leg at a time. The exercise ball is used to support the trailing shin and foot. Due to the balance challenge, this version of the split squat is usually performed for moderate to high reps with body weight only or light weights in the hands. If balance is a problem, you can stick the ball in the corner of a room while performing the exercise."
Internal Rotation with Band,
Band Pull Apart,"The band pull-apart is an exercise targeting the upper back muscles, including the trapezius, rear delts, and rhomboids. The band creates dynamic tension, allowing you to really focus on contracting these muscles, making it a great activation drill prior to upper-body lifting."
Back Flyes - With Bands,
Lateral Raise - With Bands,
Shoulder Press - With Bands,
External Rotation with Band,
FYR Band Pull-Apart,
HM Lateral Raise,
Rusin Banded Over-And-Back,
Rusin Banded Face Pull,
UP Band Pull-Apart,
Jordan Shallow Band-Resisted Thread the Needle,
30 Shoulders Seated Banded Barbell Shoulder Press,
Band shoulder press,"The band shoulder press is a deltoid exercise and an alternative to the classic dumbbell shoulder press. The dynamic tension of the band forces the core to stabilize the body and more closely matches the strength curve of the shoulder press. It can be performed in low reps, such as 5-8 reps per set, to build shoulder strength, or for higher reps to build muscle and for conditioning. It can work as the main focus of a shoulder day but is also popular as an accessory movement to the bench press or barbell military press."
